BALANCE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,response
30000,26,0,0,2,0,30467,30403,30546,30255,2173,1613,1453,946,notdefault
240000,35,-1,-1,-1,-1,8602,18703,643,11455,18718,646,11478,1329,notdefault
100000,26,0,0,0,0,46891,48134,49331,50508,2000,2000,2000,2000,notdefault
190000,34,0,0,0,0,139569,101823,100209,85218,4500,40000,25000,35000,notdefault
490000,39,0,0,-1,-1,189460,16769,2310,48409,16405,2324,25053,280695,notdefault
130000,47,2,-1,-1,0,1478,1501,2598,1299,1501,2598,0,1299,notdefault
80000,26,0,0,0,0,15387,20847,23059,0,6000,3070,0,526,notdefault
20000,24,0,0,0,0,13542,14852,15571,16584,1543,1262,1275,758,notdefault
50000,41,0,0,0,0,9172,10184,11204,12214,1172,1192,1202,446,notdefault
50000,51,0,0,0,0,24202,23664,21780,22722,1340,1402,1344,1002,notdefault
20000,49,0,0,0,0,11572,27270,14375,15200,2820,4000,1200,5000,notdefault
80000,35,2,2,2,0,22001,23339,22677,23692,2000,0,1395,2109,default
100000,30,0,0,0,0,44953,46922,48677,49496,3000,3000,2000,2000,notdefault
60000,35,1,2,0,0,10722,10254,15043,19738,0,5000,5000,0,default
10000,47,-1,-1,-1,-1,219,9110,9797,-10433,10400,1000,0,20200,default
150000,38,-1,-1,-2,-2,750,0,0,0,0,0,0,0,default
50000,38,-1,-1,-1,-1,390,390,390,390,390,390,390,390,notdefault
270000,49,0,0,0,2,157713,154413,166550,162244,7100,16000,7,5000,notdefault
610000,31,0,-1,2,-1,348392,322228,319014,347303,323014,1605,349395,250144,notdefault
360000,53,0,0,0,0,8669,8254,8988,6868,1303,1513,706,700,notdefault
140000,37,0,0,0,0,10025,9787,8127,8850,2000,1000,2000,2000,notdefault
160000,45,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
50000,43,0,0,0,0,97348,49221,29457,9279,3711,1060,212,888,notdefault
180000,32,1,-2,-2,-2,0,0,0,0,0,0,0,0,default
70000,43,0,0,0,0,72770,69438,69776,51450,4108,2500,928,2000,default
240000,47,0,0,0,0,121386,123877,127344,125050,6000,7000,6500,5000,notdefault
570000,31,0,0,0,0,26775,28753,48474,42377,15004,25000,1302,1000,notdefault
30000,42,5,4,3,2,32755,31973,30937,29999,0,0,6,1054,default
20000,45,1,3,2,2,18838,18243,18849,17724,0,1200,0,0,default
100000,30,2,2,2,2,96638,98491,99983,100555,4300,4000,3100,4500,default
50000,32,0,0,0,0,50240,50149,50021,44924,6000,8000,3000,9000,default
50000,28,0,0,0,0,17868,18028,38126,18690,1711,20809,668,692,notdefault
50000,38,0,0,0,0,52711,47302,48540,48355,1769,2007,1822,651,default
210000,40,-1,-1,-1,-1,316,316,316,316,316,316,316,316,notdefault
300000,26,0,0,0,0,63425,50294,38235,29944,3005,2691,2400,1000,notdefault
130000,37,2,2,2,2,82640,85505,87587,85428,5000,4200,0,3000,default
310000,35,0,0,0,0,184404,180576,175348,139525,6225,5808,4312,4427,notdefault
170000,26,0,0,0,0,85914,78411,57061,49734,10050,5050,6000,3561,notdefault
50000,34,1,2,2,2,35548,31713,50319,42805,0,21220,13,1510,notdefault
210000,49,1,-2,-2,-2,0,0,0,0,0,0,0,0,default
20000,33,0,0,0,0,20276,20134,20298,19269,1326,1326,1287,662,notdefault
390000,29,0,0,0,0,196172,196262,157388,123706,9599,10054,4242,4346,notdefault
160000,41,-1,-1,-1,-1,396,396,396,0,396,396,0,688,default
50000,24,1,2,0,0,49469,42983,40307,17575,0,2199,1000,5000,default
240000,38,0,0,0,0,167856,172145,178840,186168,7000,10000,10000,10000,notdefault
360000,30,0,0,0,0,146277,102869,102283,86370,6029,5487,5043,10084,notdefault
500000,37,0,0,0,0,89574,91782,90989,83633,5053,6052,5038,7029,notdefault
500000,28,0,0,0,0,47399,48711,48642,49062,2361,1500,1128,100330,notdefault
320000,36,0,0,0,0,318022,321560,150062,139555,10810,4746,4241,3275,notdefault
50000,49,0,0,0,0,101590,50696,49894,49453,1800,1991,1670,1036,notdefault
560000,28,-2,-2,-2,-2,2740,2740,2740,2740,2740,2740,2740,1703,notdefault
110000,47,2,2,2,2,53016,56532,57502,58460,5000,2500,2500,2500,default
30000,34,0,0,0,0,28893,26807,27942,27179,2000,2000,940,1000,default
20000,42,0,0,0,0,16560,17278,18289,18653,1293,1304,668,843,default
260000,32,0,0,-1,-1,29389,2981,12001,20325,2796,12173,20619,43968,notdefault
230000,43,-2,-2,-2,-1,0,0,200,43998,0,200,43998,52,notdefault
170000,39,0,0,-1,0,100849,100000,10274,16446,2000,10274,6446,332,notdefault
50000,38,0,0,-1,-1,19926,21658,3445,99,4158,3500,1000,1000,default
30000,25,2,2,2,2,300,300,300,1126,0,0,828,0,notdefault
160000,58,-2,-2,-2,-2,749,3883,3584,1830,3894,3594,2246,390,default
50000,32,0,0,0,0,32813,34973,35603,37595,3000,1700,2600,0,default
80000,46,0,0,0,0,39115,40176,39681,29213,2000,2490,1522,1100,notdefault
200000,28,-1,-1,-1,-1,1793,5189,8627,1530,5191,9003,1530,0,notdefault
50000,40,0,0,0,0,31934,32711,34061,32672,2000,3000,3000,3000,default
20000,23,0,0,0,0,10242,18778,19065,18025,10000,1300,1300,609,notdefault
300000,27,1,2,0,0,311987,305417,296009,92553,0,12500,3200,3000,notdefault
110000,24,1,2,0,0,115527,109871,110565,216850,0,4000,7000,7766,default
20000,47,1,2,0,0,16289,15735,18164,19143,0,3000,1600,1600,default
50000,48,0,0,-1,0,53540,53321,49263,29063,1066,50045,992,1000,notdefault
50000,25,2,2,0,0,44630,44802,40686,7710,1200,1200,1000,0,default
180000,24,0,0,0,0,169263,174532,176686,165491,8000,6700,6000,6400,notdefault
190000,39,-1,-1,-2,-1,157,-1049,-2681,1975,0,0,6475,2244,notdefault
180000,33,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
200000,29,0,-1,0,0,1467,439,2257,43720,439,2000,42000,1700,notdefault
80000,36,0,0,0,0,63908,55028,44654,42464,10051,5013,3044,5006,notdefault
500000,36,1,-2,-1,0,226,8546,121867,116089,9125,126768,3468,4050,notdefault
30000,21,0,0,0,0,28028,25278,23485,27339,2019,2511,10000,502,notdefault
200000,49,0,0,2,0,196272,209034,203592,194238,17500,0,7000,7350,notdefault
290000,32,1,2,0,0,146853,139756,136012,136466,1503,5400,5200,5000,notdefault
50000,41,0,0,0,0,48027,48725,29600,20150,3000,1600,2004,2000,default
100000,30,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
10000,21,2,0,0,0,8999,9042,10038,9784,1400,1305,1000,200,default
240000,40,-1,-1,-1,-1,3204,4888,0,1197,4888,0,1197,46834,default
130000,35,0,0,0,-2,129902,134400,0,0,7000,0,0,0,notdefault
60000,29,0,0,0,0,58634,59541,58604,59427,3000,31404,3000,2000,notdefault
160000,42,0,0,0,0,35815,38023,40180,41318,3000,3000,2000,2000,notdefault
20000,40,1,2,2,-2,21447,20650,0,0,0,0,0,0,notdefault
20000,35,0,0,0,0,15852,16861,17884,18590,1579,1602,1308,677,default
110000,33,0,0,0,0,110704,55885,56779,56580,2056,2100,2100,2076,notdefault
170000,29,0,0,0,0,56980,55889,51328,31541,3000,2236,2478,904,notdefault
280000,45,0,0,0,0,50415,59538,67642,39396,10000,10000,36432,0,notdefault
40000,26,0,0,0,2,38131,35382,38744,38807,1600,4950,1400,2000,notdefault
150000,31,2,2,2,2,17893,20669,20050,24701,3400,0,5000,0,default
500000,28,0,0,2,0,390393,374105,467911,355531,26085,13566,18975,11096,notdefault
20000,41,0,0,0,0,9186,9459,10102,10452,1200,1200,500,1000,notdefault
400000,39,-2,-2,-2,-2,91170,55588,14037,20356,55974,14079,20417,90180,notdefault
50000,30,0,0,0,0,34811,30753,6680,0,2000,1000,0,0,default
320000,46,-2,-2,-2,-2,2790,3266,12186,1403,3349,12253,3290,11465,notdefault
50000,23,0,0,0,2,26001,16982,19313,18700,1282,2613,0,0,notdefault
30000,43,0,0,0,0,29327,30487,29417,30379,1659,1589,1551,1124,notdefault
500000,26,-1,-1,-1,-1,1419,1293,1111,1175,1293,1111,1175,3162,notdefault
240000,31,0,0,0,0,245553,244958,245148,240343,10178,10577,8302,7300,notdefault
480000,48,-2,-2,-2,-2,1087,188,257,1697,188,257,1697,188,notdefault
260000,31,-1,-1,0,0,5841,23194,62361,67057,23194,50000,11500,17024,notdefault
200000,35,-1,0,0,0,9918,10971,11817,17865,1219,1165,7865,592,notdefault
50000,28,0,0,-2,-2,4545,0,0,0,0,0,0,0,default
120000,28,0,0,0,0,67087,66665,67525,67091,2400,3040,2400,2500,notdefault
200000,36,-1,-1,-1,-1,1990,1186,4078,3000,1186,4092,3000,3849,notdefault
210000,26,0,0,0,0,23245,8487,17950,18915,3487,10000,2000,1000,notdefault
10000,42,1,2,2,2,8090,6339,8623,5885,0,2586,0,1000,default
140000,38,0,0,0,0,52684,46479,39949,30051,1692,2438,1464,2124,notdefault
50000,24,0,0,0,0,33715,22824,17144,18104,6600,1900,1500,1500,notdefault
20000,27,3,2,2,0,16732,17866,17276,17514,1700,0,800,1361,default
70000,27,0,0,-2,-2,2219,0,0,0,0,0,0,0,notdefault
260000,28,0,0,0,0,126418,129214,131933,134482,6000,5200,5000,5000,notdefault
10000,46,0,0,0,0,6772,7790,8799,8974,1128,1137,312,323,default
130000,42,-1,-1,-1,0,2551,0,59892,60000,0,59892,1200,0,default
180000,29,-2,-2,-2,-2,0,0,432,0,0,432,0,0,notdefault
400000,44,0,0,0,0,95719,96369,92336,91816,4652,3565,2731,10031,notdefault
20000,24,1,2,0,0,10248,10783,12291,14666,1000,2000,2900,0,default
370000,36,0,0,0,0,219386,181046,169132,128553,10500,14045,8553,8817,notdefault
90000,50,0,0,0,0,76495,71616,60177,54440,3243,2390,1840,1690,notdefault
220000,32,0,0,0,0,194961,197536,203251,208355,7200,9000,10000,8000,notdefault
20000,44,0,0,0,0,18015,18344,19672,19652,1400,1630,1000,0,default
350000,47,1,2,2,2,301553,287780,295141,291422,0,21300,10000,0,default
30000,26,0,0,0,0,25993,6296,17223,18305,1183,11500,2000,0,notdefault
200000,29,0,0,0,0,180016,166678,128324,128334,6073,6100,5000,5000,notdefault
110000,26,-2,-2,-2,-2,432,3220,5704,1256,3220,5904,0,3000,notdefault
80000,37,0,0,-1,-1,43311,16348,9360,6295,5377,9383,6295,10018,notdefault
360000,29,-1,-1,-1,-1,5143,2092,1864,969,6159,1870,969,2500,notdefault
30000,59,-1,-1,-1,-1,390,390,390,390,390,390,390,390,default
240000,26,-1,-1,-1,-1,2335,2335,0,4670,2335,0,4670,0,notdefault
100000,46,2,0,0,0,98482,89958,78533,75568,3517,2700,19782,2063,default
120000,51,0,0,0,-1,82865,82741,62914,60584,3652,1258,60584,1228,notdefault
190000,40,-1,-1,-1,-2,18255,18779,0,0,19241,0,0,0,notdefault
30000,22,0,-1,-1,-1,3118,2411,1260,1179,2414,1260,1181,101,notdefault
80000,25,0,0,0,0,7536,5024,5589,6094,1200,1100,1000,40000,notdefault
20000,30,1,-2,-2,-2,-300,-690,-1080,-1470,0,0,0,0,notdefault
50000,27,0,0,0,0,48534,48429,49884,43799,1824,2279,1194,594,notdefault
30000,29,2,-1,-1,-1,2030,1533,3897,6978,1533,3897,4081,0,notdefault
50000,54,-2,-2,-2,-2,1583,2134,0,2025,2134,0,2025,0,notdefault
20000,35,-1,3,2,0,8918,8634,8280,11500,0,0,4000,7000,notdefault
100000,33,1,-2,-1,2,0,0,1991,1991,0,1991,0,93536,notdefault
230000,35,-1,-1,-1,-1,7035,2954,13375,-10,2969,13441,0,8818,notdefault
120000,37,-1,-1,2,0,15591,17156,17227,18560,7227,683,8560,10067,notdefault
110000,29,1,-2,-2,-1,0,0,0,9150,0,0,9150,0,notdefault
130000,47,2,2,2,2,18454,21121,20484,22145,2976,0,2000,0,default
200000,30,1,-1,2,-1,0,1186,1024,990,1186,0,990,10,notdefault
120000,42,0,0,0,0,117059,117000,116955,109973,5026,4541,4100,4100,notdefault
360000,39,1,-2,-2,-2,0,0,0,0,0,0,0,0,default
460000,39,-1,-1,-1,-1,11403,14015,2978,11402,14029,2978,11402,12802,notdefault
400000,24,0,0,-1,-1,14925,12559,3926,500,5000,3926,500,1236,notdefault
100000,26,0,0,0,0,6631,7643,8975,11032,1130,1462,2519,0,notdefault
230000,43,0,0,0,0,41435,42106,43532,44504,1674,3000,2011,1574,notdefault
50000,37,3,2,3,2,21153,23507,22838,20411,3000,0,57,2000,default
400000,34,0,0,0,0,95390,95654,97702,98972,2988,3780,3000,3004,notdefault
100000,23,-1,-1,-1,-1,694,650,687,620,656,687,620,0,default
70000,48,0,0,0,-1,8439,7606,8638,1230,1188,2000,1230,390,notdefault
100000,32,-1,-1,2,-1,1876,9814,6690,1196,9814,443,1196,2080,notdefault
30000,23,1,2,0,0,29772,28707,29235,14040,0,1600,1000,0,notdefault
270000,39,-1,0,-1,-1,18232,24290,11452,2295,14341,14468,2295,0,notdefault
200000,45,-2,-2,-2,-2,1182,0,198,3532,0,198,3532,0,notdefault
100000,25,0,0,0,0,13201,14671,16120,18588,2000,2000,2786,0,notdefault
140000,34,2,2,2,2,135949,130625,117392,111478,8408,3500,3500,3600,notdefault
500000,41,0,0,2,2,62289,63485,2015,-121,2608,0,0,800,notdefault
210000,37,-1,-1,-1,0,10128,19631,23906,373,19631,23906,0,3073,notdefault
290000,26,-1,-1,-2,-1,32126,10823,5248,32307,10884,5275,32563,29143,notdefault
200000,29,-1,-1,-1,-1,326,326,326,326,326,326,326,326,notdefault
290000,24,-2,-2,-1,-1,14931,15090,19239,4940,15090,19239,4975,96151,notdefault
30000,59,0,0,0,0,20044,21246,22115,22158,1531,1400,443,452,notdefault
200000,42,-2,-2,-2,-2,470,740,3774,836,740,3782,836,1325,notdefault
120000,31,1,2,2,2,21134,20502,24832,24135,0,5000,0,5000,default
200000,38,-2,-2,-2,-1,26344,0,0,320,0,0,329,0,notdefault
80000,27,0,0,0,0,42414,43770,44455,47825,2039,1724,4094,2300,notdefault
280000,32,-2,-2,-2,-2,19668,1000,3186,44932,1000,3186,45028,2100,notdefault
450000,61,-1,0,0,0,156875,154853,152936,150996,11000,11000,11000,11000,default
200000,30,-1,2,-1,2,1877,1690,6314,6034,0,6314,0,0,notdefault
90000,44,0,0,0,0,94393,93361,91820,48220,3820,3785,1721,1651,notdefault
480000,39,0,0,0,0,398380,394515,393648,330221,20091,25370,15203,12013,notdefault
100000,25,0,0,0,0,40083,44385,45117,25845,5000,2000,2030,3000,notdefault
150000,36,2,2,2,-2,167094,86193,-25443,-46627,5068,9,0,0,default
20000,22,0,-1,0,0,19666,20076,19875,19659,20700,2000,800,465,notdefault
60000,27,0,0,0,0,48307,48602,48750,48916,1768,1967,1424,972,notdefault
400000,35,2,0,0,0,61245,109943,222085,223350,50016,120018,10071,8037,default
120000,34,0,0,0,2,105356,107588,115372,112027,3931,9600,0,9500,default
30000,26,0,0,2,0,25535,28738,27999,28097,3641,0,1000,573,notdefault
440000,28,-2,-2,-2,-2,8325,-4341,-15641,7059,0,752,34000,284,notdefault
80000,60,1,-1,-1,-1,-2,759,596,-4,761,597,0,1430,default
600000,53,-2,-2,-2,-2,84300,27446,0,0,27446,0,0,6677,notdefault
200000,33,0,0,0,0,194283,196485,197597,152670,7520,6700,5130,4800,notdefault
30000,28,1,2,2,0,26026,27300,26577,28120,2000,0,2000,2000,notdefault
300000,32,-1,-1,-1,-1,2884,1706,2960,579,1706,2964,579,0,default
360000,29,1,-1,2,-1,0,828,414,414,1244,2,416,416,notdefault
90000,30,-1,-1,-1,-1,414,414,414,6936,414,414,6936,1000,notdefault
150000,37,0,0,0,0,100894,103001,104416,86597,4700,4099,4000,3000,notdefault
110000,41,0,0,0,0,120767,133593,125852,118254,24800,4400,4300,4205,notdefault
320000,31,0,0,0,0,104850,101705,93489,95033,3600,4277,4000,3600,notdefault
50000,35,0,0,0,0,57570,54383,49966,7825,2460,1140,226,555,default
350000,34,1,2,0,0,23589,22585,23263,23755,0,1700,1500,1000,notdefault
70000,41,2,3,3,3,50460,52331,53896,54426,3000,3000,2000,0,default
80000,32,-1,-1,-1,-1,1147,1147,1147,1147,1147,1147,1147,1100,notdefault
150000,52,-1,-1,-1,-1,420,0,1672,453,0,1672,453,2129,notdefault
20000,28,0,0,0,0,17973,17835,18795,18252,1318,1278,635,802,notdefault
170000,32,0,0,0,0,166470,159880,161445,152549,5809,7334,6699,4315,notdefault
90000,24,0,0,0,0,89608,87743,87363,74329,4507,4000,2500,2000,notdefault
350000,31,0,0,0,0,35420,38632,42499,46590,4000,5000,5000,7000,notdefault
80000,27,0,0,0,0,26144,26625,3600,0,1075,1200,0,68424,notdefault
220000,35,0,0,-1,-1,112460,29300,8500,0,8500,8500,0,8500,notdefault
320000,33,0,0,0,0,254065,136709,81130,103543,68000,12000,25000,3208,notdefault
300000,40,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
60000,27,0,0,0,0,40831,34613,28178,23199,1617,1616,1008,1036,notdefault
260000,34,-2,-2,-2,-2,5237,0,0,0,0,0,0,3982,notdefault
250000,26,1,3,2,2,631,631,631,1231,0,0,600,0,default
300000,35,0,0,0,0,47295,87717,78638,77038,55047,27354,2124,5000,notdefault
320000,30,0,0,0,0,95526,97737,101151,104203,5000,5000,5000,5364,notdefault
220000,32,0,0,0,0,33710,33702,31682,33407,8959,1300,2000,2000,notdefault
360000,44,-1,-1,-1,-1,5101,9358,15452,9990,9419,15485,9995,6515,notdefault
100000,42,2,0,0,0,95926,98437,98480,63372,5000,3100,2000,1600,notdefault
60000,40,2,2,2,2,42922,45617,46549,32902,3700,2000,0,1059,default
110000,23,0,0,0,0,34486,43872,45140,46885,10000,2000,2500,2000,notdefault
360000,35,0,0,0,0,35327,42032,35665,37071,10000,2453,5000,5000,notdefault
500000,39,0,0,0,0,39823,61597,52210,27843,30006,23016,566,22323,notdefault
90000,27,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
320000,30,0,0,0,0,60947,62660,22693,23705,2868,1681,1693,1000,notdefault
50000,28,0,0,0,0,48198,45579,43670,16643,2195,1978,1144,341,notdefault
360000,44,-1,-1,-1,-1,18295,3199,6131,7662,3204,6195,7664,19423,notdefault
220000,28,-1,-1,-1,-2,25000,25000,0,0,25000,0,0,0,notdefault
30000,34,2,2,2,2,31746,32743,32931,30727,1800,1100,0,1000,default
110000,64,0,0,0,0,83050,85550,76793,13062,4000,3275,3028,3000,notdefault
20000,46,1,2,2,2,14231,14893,16160,15603,1200,1800,0,600,default
20000,26,8,7,6,5,43340,42619,35381,31539,0,0,0,0,notdefault
180000,31,1,-2,-2,-1,0,0,0,2537,0,0,2537,0,notdefault
30000,43,2,2,2,2,14870,16327,16762,17182,2000,1000,1000,1000,default
80000,29,0,0,0,0,46638,47680,48395,49356,2091,1806,1767,2000,notdefault
490000,50,0,0,0,0,208353,205873,210880,215628,10000,10000,10000,10000,notdefault
40000,39,-2,-2,-2,-2,7955,5392,5151,3434,5392,5151,3434,1143,notdefault
150000,37,0,0,0,0,45000,44386,46505,49103,3000,2500,3000,3000,notdefault
350000,35,-2,-2,-2,-2,8526,10892,9218,9834,10951,9274,4711,1472,notdefault
160000,23,0,0,2,2,122339,137278,136572,95115,18518,3358,0,3200,notdefault
200000,39,0,0,-1,0,13124,11774,6328,4714,1058,6336,10,39585,notdefault
240000,29,0,-1,-1,-1,13980,9969,1276,0,9969,1276,0,8621,notdefault
500000,32,0,0,0,0,33763,43081,44277,46605,10000,2200,3500,0,notdefault
50000,48,0,0,0,0,50099,17402,19111,20784,1291,2000,2000,3000,notdefault
130000,23,-2,-2,-2,-2,136,0,0,0,0,0,0,0,notdefault
30000,24,0,0,0,0,25288,27549,28784,28708,3000,2000,1800,2000,notdefault
460000,40,2,-1,-1,-1,171,2715,-13,2641,2728,0,2654,0,default
500000,41,2,0,0,0,564757,572834,430774,437950,19850,17200,15853,17000,default
130000,30,0,0,0,0,38967,40320,41324,25629,2000,1700,2000,2000,notdefault
170000,36,-2,-2,-2,-2,7346,26797,3824,22709,27183,3824,22865,0,notdefault
300000,35,0,0,0,2,142378,146621,153217,154879,8000,10800,6000,6000,default
320000,40,1,2,2,2,298343,304421,298042,315502,12300,0,24000,0,default
470000,30,-2,-2,-2,-2,9884,3285,5103,9258,3301,5127,9304,4326,notdefault
50000,33,2,0,0,0,50786,50450,45210,29917,2034,1251,848,872,notdefault
60000,35,0,0,0,0,22226,18597,13801,8038,1292,2245,161,7340,notdefault
50000,37,1,2,0,0,51377,50253,50047,43142,0,2424,2355,363,notdefault
280000,38,1,-2,-1,-1,0,0,3898,1460,0,3898,1460,18901,default
150000,39,1,2,2,2,80762,77506,75239,71245,0,3700,0,2000,default
30000,58,0,0,0,0,9819,10873,9646,9995,1230,1100,419,600,notdefault
340000,33,1,-2,-2,-2,0,0,0,0,0,0,0,0,default
250000,32,-1,-1,0,0,207,4907,6833,8766,4907,2000,2000,1000,notdefault
30000,38,0,0,0,0,18971,20344,21705,22537,2000,2000,1500,2000,notdefault
20000,22,0,0,-1,0,20813,19666,20076,19875,1000,20700,2000,800,notdefault
160000,51,2,0,0,0,150,1380,1481,2623,1230,1331,2473,0,default
350000,31,0,0,0,0,232501,231747,197689,207984,20000,20023,20014,20000,notdefault
110000,41,2,2,7,7,150,150,150,150,0,0,0,0,notdefault
500000,33,-1,-1,-1,-2,5379,2062,10515,4158,2065,10556,4170,7963,notdefault
220000,26,0,0,0,0,57222,160712,210445,74138,107789,54539,1483,1808,notdefault
300000,38,0,0,0,0,87118,56182,60039,52009,1691,10043,1065,164,notdefault
200000,41,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
100000,42,-1,2,2,-2,7689,2052,1281,3770,0,1281,3786,2056,notdefault
260000,39,0,0,0,0,255674,260778,124739,126892,10663,4520,4537,6308,default
350000,33,-1,-1,-1,-1,2383,9911,12149,14774,9911,12149,16928,0,notdefault
80000,38,0,0,0,0,19277,20060,20977,20695,1400,1306,1019,685,notdefault
450000,42,-1,-1,-1,-1,182,885,1099,2998,889,1104,2999,68,notdefault
290000,30,0,0,0,0,284239,284692,230891,232778,11000,10000,8000,10000,default
230000,32,0,0,0,0,28114,28006,25000,22046,1610,1224,655,627,notdefault
80000,27,1,-2,-2,-1,0,0,0,8956,0,0,8956,0,notdefault
120000,23,0,0,2,0,39517,42543,41583,42736,4000,0,2000,1600,notdefault
80000,41,-1,-1,-1,-1,390,390,390,-390,390,780,0,390,default
180000,44,0,0,2,0,7668,10006,7996,8960,2489,0,1166,126,default
100000,31,0,0,0,0,30505,31509,32597,33520,1509,1597,1520,1500,default
360000,49,1,-2,-1,-1,0,0,8209,-41,0,8209,0,0,default
30000,22,-1,-1,0,-1,-854,29393,27390,2390,33404,1000,2390,0,notdefault
280000,42,-2,-2,-2,-2,-26,-26,-26,-26,0,0,0,5320,notdefault
140000,28,-1,-1,-1,-1,800,7937,9920,7078,7937,10132,7084,4,notdefault
30000,32,0,0,-2,-2,3454,-2,-2,-2,0,0,0,710,notdefault
380000,52,0,0,0,0,145445,144908,147940,151488,6000,5362,6000,6000,notdefault
30000,22,2,2,0,0,26505,25799,26762,24956,0,1710,1000,1100,notdefault
50000,58,-2,-2,-2,-2,4025,5318,4151,4186,5318,4151,4186,3545,notdefault
40000,25,0,0,0,0,11273,12307,13348,13530,1520,1550,700,648,notdefault
210000,44,0,0,0,0,84298,85379,87469,90380,3379,3469,4380,3355,notdefault
20000,37,4,3,2,0,20460,19860,19100,18500,0,0,0,0,notdefault
500000,43,-2,-2,-2,-2,10330,12320,12209,16727,12320,12209,16727,17744,notdefault
90000,45,0,0,0,0,63049,71245,70819,20301,10000,1612,0,87497,notdefault
200000,30,1,2,2,2,182499,184632,180260,192260,6600,0,15000,0,default
280000,46,-1,-1,-1,-1,2475,1236,2726,10898,1236,2726,10916,1056,notdefault
230000,37,0,0,2,0,29087,30589,20958,21637,2100,1000,1252,500,notdefault
80000,41,-2,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
130000,27,-1,-1,-1,-1,339,339,339,339,339,339,339,339,notdefault
260000,35,0,0,0,0,425349,435873,445129,452162,14347,15000,12406,9279,default
160000,27,0,0,0,0,124573,122730,125319,125283,5800,5900,5900,4300,notdefault
150000,55,-1,-1,-1,-1,280,280,759,754,280,759,754,480,notdefault
100000,28,2,0,0,2,29770,30485,32434,32592,1825,3100,1300,1500,notdefault
300000,32,0,0,0,0,54053,65235,64747,65150,15235,1491,1303,0,notdefault
200000,34,0,0,2,0,11073,9787,5535,2513,2306,12,50,300,notdefault
20000,51,1,-1,-1,-1,0,780,340,-50,780,340,0,0,notdefault
340000,42,-2,-2,-2,-2,6888,2913,340,2823,2913,340,2823,13062,notdefault
